doc_id	text	is_hate
8958	The Aryan Body , Mind and Soul - Prodigies and Geniuses Johann Sebastian Bach ( March 31 , 1685 - July 28 , 1750 ) Johann Sebastian Bach was a German composer , organist , violist and violinist whose ecclesiastical and secular works for choir , orchestra and solo instruments drew together the strands of the Baroque period and brought it to its ultimate maturity .	0
6148	I made copies and passed em out to friends and family .	0
2874	no, no. the immigrants stayed out of the ROI until taoiseach charlie haughey opened up our economy in the early 1990s .	0
2637	You should see what my grandma 's hair looked like 50 years ago ...	0
1382	Hispanics , Blacks and Asians are all doing it .	1
10682	I love my beer ! maybe you were drinking liquor I always get crazy on that so I gave it up and now everything is fine .	0
401	That was wierd .	0
8568	What a fantastic idea !	0
9645	They always think they are somehow exempt from the rules	1
5916	It 's for everyones protection here .	0
10471	My AIM s/n is MetalGod178	0
1310	Another reason it might say so in the Census is because whites like me refused to fill out the census , to deliberately help skew it towards whinorities .	0
2291	2508	0
2880	I think when they first come into this country they get those type of old cars then after a year or so they move up to brand new cars .	0
8532	Microsoft , Amazon , Intel , Hewlett Packard all prefer Hindus and Chinese to Americans .	0
9642	Ok I 'll do that when I get back from picking him up from school .	0
7877	It happens with animals too , I bought a chicken to cook on my way home from the graveyard and popped it in the fridge for the next day .	0
7360	I worked in that McDonald 's when I was 18 years old !	0
7665	I remember when that happened ..... could n't have happened to a nicer guy .	0
7968	I would probably be French instead of American .	0
6738	Ka-Boooom !!!	0
10030	I saw a white and a black couple the other day and nearly went ballistic and got enraged .	1
4738	I am a single parent living with my 11 year old son .	0
5381	I out lasted them because I follow SF rules .	0
8108	I love audio !	0
6796	Hey waterfall What if a mulatto looked white and claimed to be all for the survival of the white race ?	0
5996	I think it 's profitable to jump on at mainstream conservative chatboards like conservativeunderground.com.	0
8643	Do what you can to help keep Stormfront alive and growing .	0
3816	Having recently traveled to London I was disgusted by how non-white the city had become .	1
116	His commie-jew handler was Joe Slovo .	0
1839	They do it not because of their nationalism but rather due to their hatred of Russians .	0
10333	I think you will find that this .org is one of the best on the web .	0
7147	Seems like our message is getting to the right people .	0
5877	Show your support for Golden Dawn and sign the petition , https : //secure.avaaz.org/en/petition ... _ free _ country/	0
8176	I can never pin point my eye color .	0
4735	It was a brutal war .	0
2067	http://www.wpix.com/news/wpix-jersey ... , 5347881.story = = = = = Police arrested two men on suspicion of stealing more than $ 50,000 worth of property from an Avondale home Tuesday afternoon , thanks in part to attentive neighbors .	0
6115	Agreed, to an extent .	0
8951	My Father Had Red hair .	0
8439	Nordic is a sub race that an Anglo Saxon or Celtic person could and more than likely does belong to .	0
9287	Really?	0
5699	I hope they continue .	0
6606	No, I call it hypocrisy and it goes against what you and your peers preach .	0
1819	hello my name is shane i live in eka i like to surf talk be around kids enjoy people the arts have fun camp fish love my mom have a few close friends but a big support system i go to cr its good i like it also if you need more write me back	0
3998	Hi I just popped in for a minute to say a quick ' Hello ' to The Gamekeeper from a friend in Belfast .	0
3548	I noticed a lot of fat little white girls with monkey boyfriends .	1
4452	Myself unfortunately I was never there , but my friend goes every year and she says it is great .	0
7330	I have Japanese friends online , and they think it 's pretty funny that our countries are letting themselves get * * * * ed by bull * * * * .	0
4229	Some Communists , some Kurdish Nationalists and some German Anti-War people .	0
2301	Not that I would pick Finland though .	0
2056	The brutality of his crime and his lack of remorse made Jackson the `` model candidate for death in the gas house , '' one columnist wrote after his death sentence was upheld by the state 's highest court .	0
6913	I 've seen several banned people get a new account and nothing bad came out of it , plus it 's not like the last account is active anymore .	0
7821	The Hubble images were combined with images from the Keck telescopes taken on Aug. 20 , 21 , 30 , and 31 to measure the satellite 's orbit and calculate a mass for Eris , which is the largest dwarf planet in the solar system .	0
10853	Great.	0
10782	Celts are tall or short blond , brunette , black headed or red headed light , medium color or suntanned light or dark colored eyes. freckled or non-freckled .	0
9053	I dont know but becareful .	0
6919	The above poster is correct when we stop supporting then they 're in terrible danger .	0
6458	It is called priorities .	0
6363	You are the loyal punk to dead men that would underbid your labor with slaves of the negro race .	1
1132	- YouTube	0
1659	YouTube - & #x202a ; Kolovrat Kosovski front & #x202c ; & lrm ;	0
6356	How about you tell us about whatever it is going on in your head .	0
7301	Well done .	0
7662	I have several Ruger revolvers in .357 ( including my carry gun ) and I thought I 'd try something new .	0
4398	http://foreignaffairs.gov.ie/home/index.aspx ? id = 87353	0
168	I think you should write a book as well .	0
9988	Of all people , the Germans have learned this lesson best , I think .	0
5751	I think we need to take a stand in our homes across the country and around the world .	0
6061	Fast food is not for whites .	0
2150	The small Janj River The Una River by Novi Grad The Tara River in Republic of Srpska The Sava River near the town of Srpski Brod Vrbas river The Lake of Nevesinje The Neretva River in Republic of Srpska Izvor Sipovo	0
3331	Just for the record is this the same Journalist that wrote the article a few weeks ago telling us to mongrelise ?	0
1234	Thanks for posting , made my day	0
10168	Let our race continue on .	0
5498	I'm actually not sure what the message is on this one , but if you or anyone else can explain it I 'd sure appreciate it .	0
4783	LOL, pillow count means nothing , there are actually five ...	0
947	Well, Georgians are maybe 80 % of their country , with two biggest minorities being Azeris and Armenians , so indeed very easy that Caucasus baboon types from Georgia are not Georgians .	0
5887	Is there evidence to support/oppose this ?	0
2366	Handelsbetjent I really appreciate your help , Profoss .	0
8880	Blacks Will Lose Race War - YouTube	0
5274	CGG, you and I have many of the same tastes .	0
9901	I need the money .	0
8475	My eyes are a very dull , non-striking , dark green with yellow specks ...	0
7373	Vancouver?	0
4182	The worst thing about this is that every single one of our beautiful cities in ALL of our countries now look like this .	1
7612	This is the night he and I got all engaged and stuff .	0
9456	Check out my sig. for more ideas .	0
3594	There are other ' Games ' , similar to the first you described , eg : 1 ] FIFA , and 2 ] The British FA ......	0
7830	Then is n't it time that whites became the minority when it comes to financing said schools ?	0
1185	MY father is American but I would never think of going to live in the lair of Satan !	0
8736	I havent even paid for not one single ppv , so its not like Im stopping my support , lol By the way , to the guy that said Demian Maia is white ... yes , hes white , just like Erick Silva .	0
10277	It 's funny , she even taught their dogs to hate blacks .	0
7145	I had a great time as usual on Friday night !	0
2251	The reason for the high living expenses is of course the influx of hundreds of thousands of non-whites to the city .	1
5602	At least half of all humans are of below-average intelligence .	0
10078	It's really not our faith of choice that matters , It 's the dedication to our race which is where we are made or lost .	0
7040	Lets see what he says .	0
5801	I noticed the crime stats for Kalispell are a little higher than average .	0
8550	The matter was quickly dropped .	0
4471	YouTube - Original Romper Stomper Soundtrack - The Smack Song Irish are white not black its a fact vote S F. YouTube - Romper Stomper - Fourth reich fighting men	0
966	I hope one day to proudly say again that I am an American , when we take this country back .	0
8282	But a healthy male can not get away with shooting a person in public because he gets shoved or thinks hes going to get punched .	0
2167	That is because Lycurgus has been on moderation forever and should be let off .	0
6853	Well that has nothing to do with White Nationalism .	0
1787	He is not nordic of course , but he is white .	0
6838	Then get one to submit an intro video to the show amd see where it goes .	0
831	Fifteen years on and they still blame white rule .	0
1200	This thread makes me thankful that I will be homeschooling my children .	0
384	YouTube - Mike Castle on PeeBo 's Birthcertificate .	0
10281	i'd love to hang out with anyone since there 's very few white nationalists here if any one wants to please PM because i really need some people to hang out with	0
3362	Man that sucks lol ...	0
2236	--------------- > Again the same average person without special education , can understand 40 % of the text of the Iliad written in Archaic Ionian Greek approximately two thousand nine hundred years ago .	0
5218	Einherjer88@hotmail.com	0
5078	Shall we create a new professional one without the freak subculture ?	0
7234	White money should only be for the benefit of the white race .	0
7794	I wonder what it was like ?	0
8707	The lovely previous owner had fed her a steady diet of iceberg lettuce , carrots , and bananas , as well as 0 UVB for the past 7 months .	0
8424	Well, I finished Electrical Engineering at Texas Tech , and came away with four job offers.and wound up with enough money to buy houses and cars and keep my wife happy .	0
6188	I am not a skin , and I wore a suit at the rally .	0
8162	I think I heard somewhere that they had to remove the links if they did n't want to be sued by the German government ... : /	0
5518	Thank you for sharing this website with us its really intrested and I learned something new and I like to learn .	0
8386	They were usually independent collectors with their guns on display or private collections for sale .	0
7262	Here are the CDs I want to sell : Beethoven : Symphonies Nos. 5 & 7 - Kleiber Beethoven : Symphony No. 9 - Furtwangler Bruckner : Symphony No. 9 - Furtwangler Handel : Music for the Royal Fireworks ; Water Music - Marriner Howard Hanson : Orchestral Works - Schermerhorn J.S. Bach : Great Organ Works - Hurford Norwegian Classical Favorites - Engeset The Best of Baroque Music - Edlinger Twilight of the Gods : The Essential Wagner Collection - Dorati , Karajan , Sinopoli , Bohm , Gerdes , Kubelik Most of these were recommended by fellow Stormfronters .	0
9125	Great job Dr. Lorraine Day and Deanna Spingola !	0
4682	Ok here 's mine , not a very good picture of me but it 's the only one i have at the moment .	0
1035	The rich who talk of class warfare are the very ones who engineer it and try and convince the poor to attack the middle working class .	0
3997	Hey all I 'll be visiting southwest england in a few weeks , pm if you 'd like to get together for a pint if your in the area .	0
4307	Yes but difference is that Putin is still in charge and Jews have to behave , while on other picture Jewess Albright is in charge and is there to give orders to Ukraine , so you ca n't really compare .	0
1426	Bessie Mae Whyman The Orange County grand jury indicted Anthony Darnell Wade , 26 , of Los Angeles last year of several felony counts .	0
2192	He live on forums all day because he have no job .	0
3808	Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up	1
3056	You got that right in one go.Lets hope he gets well soon and on his way home If you do n't have these apes in your great Country then count your blessings	1
1875	Female negro is `` sorry '' , owner pressing charges anyway. -- baltimoresun.com	0
6831	No but I was typing fast and must 've pushed shift too early ( since you need to push shift to use the ? symbol )	0
2757	now that ye mention it he does look a bit like this traveller i knew. i wonder if we gave him a wash would he really be a white guy with red hair ?	0
5895	The picture in my sig is a Mennonite farm in Creston .. just a couple miles from where I am typing this .	0
10510	ya my little sister doesnt like little black girls when they try to talk to her she pulls a disgusted face and says why are you black ?? and i laugh and say `` Maggie dont talk to her ''	1
6080	Yeah, I saw that news segment about the mixed race couple who lost their home because of the mudslide .	1
1567	White Power !	0
10230	sorry i forgot to put that im from western mass and my teacher is white but she is strongly against racism and thats why i say something in support of white racism	0
4443	https : //www.stormfront.org/forum/t795949-2/#post9151222	0
9177	I saw the movie and it was so-so .	0
8169	Could be the greater emphasis on functionality is shared between the styles of architecture .	0
10189	If i sent you some pic wound use be able to put them up cuz use dont have many also i have lots of links to give use	0
9283	well, that 's very good for you. here in Europe that 's basically a dream .	0
8015	We were shown the ovens where the bodies were cremated .	0
4648	That 's all I ever see on the morning news .	0
6973	Red hot and smoking .	0
483	May the wigger sister and parents be haunted by her death for the rest of their lives as it is in effect by their hands and actions that their sister and daughter was murdered by this beast .	1
7599	I just buy the movies/shows I like on DVD .	0
2835	For God 's sake nobody cares about this childish personal crap .	0
3264	http://www.irish-nationalism.com/forum/	0
10336	Are you kidding me ?	0
8810	Thanks for the idea 's ...	0
1924	Refusing to register as sex offender after molesting a 14 year old girl .	0
6503	Oh yeah he was part Jewish with brown hair and brown eyes .	0
5166	hi i have short hair im 5 ' 5 racist as hell im not fat im from mass theres a small group of us out here it 's so hard to new meet people with your believes im just looking to date some one who gets were im coming from are make new friends so if your out there give me a email back 88 heily : explode	0
10537	``Thebest thing to do is stand there and look them straight in their eyes with the NO FEAR stare and wait for them to throw their signature haymaker . ''	0
4692	WPWW !	0
8100	We no longer need her teaching kids if they do n't need to learn anything .	0
4724	Looking for seriour-or-less-than-less friends of like-minded people .	0
8702	Agreed.	0
2821	What gets me is in absolutely no way would I behave in such a fashion in a foreign country , that is totally disrespectful .	0
6420	OV topics really do come in waves .	0
4310	As early as 1973 , they tried to hand Northern Ireland directly to Dublin .	0
4674	my first kiss was a girl that lived down the street from me when i was 10.I went to school with her younger sister.Her name was kelsey.She had blonde hair and blue eyes.She was 13.We were at the movies and then I figured I 'd take a chance and try to kiss her and it worked .	0
3812	False, Scotland is almost as bad as England and Scottish females have an obsession with negro males , well the ones i know do anyway .	0
10764	But there are so many things I want to do and see-I want to live my life to its fullest .	0
4251	Notice how not one of these Hungarians gave one good source validating their preposterous claims , they just came here to complain and start name calling , just as stupid liberals do .	1
2351	I then checked Miss Portugal .	0
2210	The moderation is so slow that this board is borderline trash .	0
4306	Let me make it clear I do not like muslims but they are still slavs so they are my brothers , as long as they keep the religion to themselves then there is no problem for me .	0
7981	Is it where they grade you based on how cultural marxist you are or do they allow people their own views ?	0
3038	One the Chinese get there teeth into a country that s it they take over .	1
5525	-Yankee Jim	0
5582	Actually , I was responding to a Swiss person whose message is close to the beginning of the thread .	0
5108	Get back to me if u have plans to be anywhere within the next few weeks .	0
3421	I shall contribute to this organization and support the XXV points .	0
980	Edit: alright , I did it ...	0
10173	That s how I and my friends were for awhile we have the same beliefs but knew nothing of the WN movement or WN until one day I was searching the web and came across a white nationalist site and there was a link to stormfront on it and from there I told my friends about it and now we will try and spread the word !	0
8142	It's very easy for people to sit behind their computers in the comfort of their homes and judge an elderly gentleman who has dedicated his life to exposing the Holocaust myth when it 's not your office being burned to the ground , when it 's not you being bankrupted or thrown in prison .	0
3495	I have to agree .	0
4472	http://www.youtube.com/watch?v=zhItDmRiULg one Croatian neo-pagan/slavic song for ya folks , hope you like it ...	0
8561	.410 Winchester PDX1 Gel and Meat Test - YouTube You just sold me on the judge .	0
4370	Watch out from Turkey they have a little score to settle with you guys .	0
4678	I adore the cold , as long as I can fly down South to walk on the beach when it 's warm .	0
9876	i live in the bay area and have no car and barely any money to my name. i want to join the fight. if anyone is going from around here or can get me there , please pm me .	0
5178	Hey I know I am too old for you but I just wanted to say I saw your picture & I think your cute .	0
870	Who reported that they were Jews and had an Israeli passport if there was an immediate media blackout as soon as these facts came out ?	0
2261	When I was at your age I had to work for every penny I spent and I had to walk to school kilometers a day and ...	0
4142	Asmodean	0
10356	you have a moral duty as an upstanding citizen and white person to have that baby removed from her wretched hands and have it be properly cared for. to hell with your degenerate friend , put your fear aside and do whats right for the baby 's sake .	0
3375	Most if not all of the whites at my school are complete race traitors	1
3958	It was good to see proud white British people celebrate our lads , the crowd was all white , i wouldve gone if id known it was happening , the traffic was bad today , ill bet thatll be why proud white British people celebrate 2nd Signal Regiment Malton and Pickering Mercury - `` Throng welcomes soldiers at parade '' 104.7 Minster FM - `` 300 soldiers welcomed home in York '' Darlington and Stockton Times - `` 2 Signal Regiment march through York following return from Afghanistan '' Obviously there was sorrow for Lee Rigby and his family , we are outraged and very angry at what happened to him	0
3693	I've never been to London but from what I 've heard it 's like spot the white man and every girl down there almost has a little niglet half breed .	1
194	None of those videos play .	0
4813	Monday afternoon .	0
10851	They took the action of screaming for help and getting off the bus .	0
5566	i agree. just for the simple fact that i grew up in orlando fl. it was a good place to live at one time. but not any more. the crime went up and is still on the rise .	0
2202	Mistreat ( Finland ) - Oi ! ( This band is great !! )	0
6153	Just a note for anyone downloading the petition ......... Remember to put your paper setting on 8 1/2 X 14 for * * * LEGAL * * * documents. petition download Good luck friends , Gordon _ Inc.	0
3075	Thank you .	0
750	Have to follow up on this one !	0
7776	I think I was my own `` tiger mom '' when in Montessori school ... around age 3 My memories are vague ( cue song ) but Mumsy said they had hoola hoops we sat in and whenever a kid stepped in mine I slapped him/her .	0
5188	im an irish n.s skin , id like to hear from any skin or nonskin n.s girls from around the world ! 88 ...	0
5482	I have decided to take this debate to pm .	0
3584	Yeah they are buying a lot of houses around my area to probz so they can house there massive inbred family when they come over to the UK .	1
7218	Commited Revolutionaries .	0
3444	It just shows how superior Atlantic Canada is .	0
5008	Ask around you will find the info .	0
4075	I joined under another name way back in 2003 when SF Britain was a single page , i miss those early days the banter and comradeship was fantastic	0
6841	Dear genius : Find a statistics text and look up `` normal distribution . ''	0
3069	The pourpose of this post is not to promote an Islamic Ireland .	0
1821	About half of Internet users are youth so it 's worth a try .	0
4654	My friend Mar with nice blue-eyed cat .	0
4167	just wanted to give this a bump up. we have had a few good people coming to our weekly get together and would like to encourage anyone else interested in meeting and networking with us here in Calgary to feel free to pm me .	0
8522	Here 's a free PDF http://wnlibrary.com/Portabel % 20Docu ... e % 20Titans.pdf	0
562	Well then , that makes the fact these scum are sending millions of their kin to my country , taking jobs from the White inhabitants , killing our people and mongrelizing our race all alright then .	1
10091	You fools could n't keep out a dangerous mental case from the Third World .	0
4895	14/88	0
4357	http://www.krepublishers.com/02-Jour ... sey-K-Text.PDF `` Molecular genetic methods supported our observations , that there is a relatively small difference between the Hungarian and Indian groups , the Central - Europeans differ more '' .	0
1450	If we can turn immigration around and double the amount of babies we are having plus cut welfare to illegals we will win .	0
6848	You have given no evidence of anything you have said .	0
4344	There was probably a lot more as well , those documents just got ' lost ' .	0
1694	But I`m also sceptical for this story .	0
4304	Acts of racism in Ireland show short memories of Irish everywhere Read more : Acts of racism in Ireland show short memories of Irish everywhere | Irish News | IrishCentral Follow us : @IrishCentral on Twitter | IrishCentral on Facebook	0
10923	Toronto and Vancouver will be returned to the white Canadians and join America as the 51st and 52nd states .	0
1539	I want more data but this is a good start ... You 've made me wish I had n't been such a TV-phobe these last few years Next stop , I 'll be looking up all these characters and adding photos in case there are other cave dwellers like me on this thread ...	0
1801	http://www.guardian.co.uk/russia/art...772175,00.html Attaboy , Putin .	0
1751	Belfry Country House Skating-rink Country House , detail Country House , by Kuzmin Country house , by Lygin	0
4477	Blacks in South Africa wondering why their country is going to hell when they put Blacks in charge .	1
2017	YouTube - MACEDONIAN FANS IN CROATIA And this : YouTube - Izlezi momce MACEDONIA VS GREAT BRITAIN 23.08.2010	0
1125	Sometimes its best to keep your mouth closed ( Boy unknowingly admits to a crime ) - YouTube Typical stupid * * * * * * , inadvertently admits his crime to quibble a small detail .	0
1505	The Jew represents the snake .	1
10508	man i always have a hard time when ever i try to make a website too much stuff to do i get confused well anyway id really like to see that website whenever you get finished with it Heil Hitler	0
3317	She could just move to the Christian part of Nigeria where there is no Sharia law .	0
3112	i SEE UTV DID NOT POST MY COMMENTS TYPICAL SPREAD THE WORD THROUGHOUT IRELAND RUN THESE INVADERS OUT GO HOME AFGANIES WOULD YOU SEE US DOING THIS IN YOUR COUNTRY ??????????????????????????????????????????? ??	1
5813	Partly visible and partly invisible at all times , PLEs are based upon standard community organizing practices that even take into account the factor of opposition .	0
2593	Thus , shockingly , Canada may actually achieve a non-white majority before the U.S. does .	0
3994	There must be much less whites and much more blacks and Jews than what the statistics tell us .	0
3776	If that stopped the worthless thing would starve !	1
7655	As for Satan , the word comes from a root word meaning ' adversary ' and as such it should not be taken as to imply a singular being but rather anyone of an adverse nature , in a word , an opponent .	0
2288	Markus Riikonen http://www.angelfire.com/hi5/himalajafoundation 32	0
1517	She was tortured and mutilated .	0
10858	Jesus was politically incorrect .	0
3880	There was not one white child amongst them .	0
5721	Also , Betty Page 's hair cut may have helped in any oddness .	0
9926	I also , left a comment Now , I need to wait and see if it gets approved .	0
7453	Was at Walmart the other day and for 100 rounds it 's about $ 25 for 9mm , and about $ 40 for .40 and .45 .	0
7093	Christmas decorations are starting to appear .	0
4686	Literally !!!!	0
7551	What they say and what the want to do are miles apart https : //www.facebook.com/NationalRif ... 4033633761833/	0
4151	Your in ya cell 22 hours a day here u dont in general walk around the landings .	0
6311	They talk like gangsters - `` yo yo yo '' .	0
7797	Facebook account helps me fo example if im not present in school .	0
8123	`` Made to Dream '' ( The final note of this song is incredible. )	0
894	I've always said that black people make the perfect slaves because anyone who cannot or will not take responsibility and be master of their own lives is already a slave .	1
4476	YouTube - A NATION CANNOT SURVIVE TREASON : CICERO F G are the enemy of the Irish Nation vote S F not the best but care for the working class Irish not the rich scumbags .	0
6930	In the eyes of the Jew and the libtard there is a race problem and the problem is us !	1
787	Three of the four suspects in the death of a 12-year-old Moore County girl were repeat offenders , free on probation .	0
9944	At the hospital I take care of very diverse group of patients , use your imagination .	0
6134	Great!!	0
2526	Nor poison your body with alcohol ... nor listen to music at a very loud volume ...	0
7977	The weakness of a bat is the wind up , when you draw back to swing you are wide open to attack for about 1/2 second .	0
4107	It is better to be hated for what you are than to be loved for what you are not .	0
5392	My family and I are wanting to come out and look around a little more .	0
3240	God only knows , these people have no respect for ANYTHING not even their own .	1
4488	I could almost see myself in that video ...	0
6409	A Male Patient May Have Just Brought Ebola To New York City From West Africa A Male Patient May Have Just Brought Ebola To New York City From West Africa	0
8431	Jewish unfortunately .	1
10368	Do not show your email adress publicly on the forums .	0
8935	If your kids is interested in anime , by all means BE CAREFUL at the video store .	0
1958	Investigators believe that Ewell pretended to be a utility repairman to get into the home of Leamond Turnage , 69 , and his wife Robyn , 57 .	0
8227	This is a sickening trend , even in countries like mine where there are not many Negroes they do this and all because of the sickening media brainwashing .	1
10501	yes, if it 's true that the white cop was killed , than it is a terrible thing .	0
6301	Ready .... GO !!!	0
6774	Camden New Jersey demographics : Hispanic - 36,379 ( 47.0 % ) Black alone - 34,277 ( 44.3 % ) White alone - 3,792 ( 4.9 % ) Asian alone - 1,599 ( 2.1 % ) Two or more races - 938 ( 1.2 % ) American Indian alone - 235 ( 0.3 % ) Other race alone - 109 ( 0.1 % ) Native Hawaiian and Other Pacific Islander alone - 15 ( 0.02 % )	0
8593	It looks like it 's not likely to go anywhere , but this could potentially trigger a panic buying frenzy which would make armor hard to find and jack prices thru the roof overnite .	0
6858	There is plenty of genetic diversity among white people .	0
9010	Since the other thread is getting to long and bugging out , it 's time to start a new one , I 'll start it off with this ; Preparedness I	0
6096	last one for the night here , as i 'm durn tired. its 11x17 format - here in jpeg and pdf. get flyering !	0
5258	I got the impression he was trying to sell something to me .	0
9972	Sounds like things are pretty cool for you and your family .	0
5339	yes I was on his call list there at the hospital since I was down there I had to be to get in touch with him for the plummer and for anything else I needed from him as soon as I talk to him at the jail I will let you all know. or if you want to leave a message for him you can just pm me and ill give you the number and you can ask him your self	0
485	It appears that if you are white in South Africa and you are about to be arrested , your fate is far worse than death .	0
1202	YouTube - Black guy throws baby into traffic YouTube - White girl gets beat up by black girls in front of the bar YouTube - African American flash mobs terrorize Philadelphia yet again YouTube - 6 Black Women beat latino girl for bad karoke	0
149	It wasnt really that dangerous perse , just stinky , and dumb , with the poor 5 % white kids the outcasts , which made some of them hooligans and crazy .	1
4129	Yes true It reminds me of this incident Muslim Extremists Abuse Royal Anglian Troops After Afghanistan Return , Barking - London 2010 - YouTube	0
6658	DISGUSTING .	0
2134	I notice that on television , almost EVERY time I see a judge it is a negro ... this is simply not coincidence .	0
1350	YouTube - Dr William Pierce discusses `` Haiti '' YouTube - Dr William Pierce discusses `` liberals '' YouTube - Odysseus ' Way by Dr. William Pierce YouTube - Dr William Pierce discusses `` black inventions ''	0
3135	go to www.limerickpost.ie . the story here is typical lies the black is laughing all the way to the bank and he did rob the man .	0
6509	They preach diversity at their professor jobs and government jobs and it makes those White Liberal Neighborhoods and gated communities TOO white and in need of some `` Black flavor '' at home the joy of diversity right in their White daughter 's bedroom !	1
852	I would like to keep this thread going for Manolis Turbo who has moved back to his homeland and is at the moment too busy to look after it .	0
5214	Just out there looking for my future wife Actually I am just hoping to find some white ladies from canada. give me a shout via e-mail strmfrnt@telusplanet.net or icq @ 27961835	0
7135	They are scum , they are traitors .	1
8270	No need to allow FACTS to get in the way of a good White guilt message ! ... and the jew laughs loudly !	1
10194	Just break up with him and never talk to him again !	0
9493	I remember when I was at my college during the Holidays ... every single holiday would be mentioned loud and clear except for Christmas ... especially kwanzaa .	0
10905	Fee hours in any direction and there is none of that .	0
7703	Thank you so much !	0
10370	Face shaved and moustache trimmed ...	0
375	At the link just below , I 've been urging our brothers and sisters in South Africa to run that message or a similar message on that site every month : Malaysians , Venezuelans , Chinese let White House broadcast their agendas	1
7160	A primate was the fist to invent a stick in Africa , a black just stole it from him .	1
6843	These elementary concepts render the rest of your argument entirely invalid .	0
9847	I would like to find the where the document came from and when it was first published thank you for your reply .	0
7398	Am told I look like the Wrestler Stone Cold Steve Austin .	0
699	But I guess if something like this would have happened it would 've been my fault right ? ............................	0
727	My great grand dad was Lord of the Manor in Warborough ( Oxfordshire ) .	0
